a = 000fd750, b = 000fd750, Cin = 0, Cout = 0, S = 001faea0
a = ed72357f, b = c76a69a5, Cin = 0, Cout = 1, S = b4dc9f24
a = ed72357f, b = 308f4b4b, Cin = 0, Cout = 1, S = 1e0180ca
a = ed72357f, b = 27f8eb5e, Cin = 0, Cout = 1, S = 156b20dd
a = ed72357f, b = 3fdd76cc, Cin = 0, Cout = 1, S = 2d4fac4b
a = ed72357f, b = 608e3420, Cin = 0, Cout = 1, S = 4e00699f
a = ed72357f, b = 16122bea, Cin = 0, Cout = 1, S = 03846169
a = ed72357f, b = 3a354c1e, Cin = 0, Cout = 1, S = 27a7819d
a = ed72357f, b = 001c91c2, Cin = 0, Cout = 0, S = ed8ec741
a = ed72357f, b = 53a5f236, Cin = 0, Cout = 1, S = 411827b5
a = ed72357f, b = 21cc01c6, Cin = 0, Cout = 1, S = 0f3e3745
a = ed72357f, b = 6ae02c17, Cin = 0, Cout = 1, S = 58526196
a = ed72357f, b = 3928c908, Cin = 0, Cout = 1, S = 269afe87
a = ed72357f, b = 3cf312ca, Cin = 0, Cout = 1, S = 2a654849
a = ed72357f, b = c7f6d3dc, Cin = 0, Cout = 1, S = b569095b
a = ed72357f, b = d231a019, Cin = 0, Cout = 1, S = bfa3d598
a = c9cf911c, b = 000fd750, Cin = 0, Cout = 0, S = c9df686c
a = c9cf911c, b = 00046831, Cin = 0, Cout = 0, S = c9d3f94d
a = c9cf911c, b = 000d8e15, Cin = 0, Cout = 0, S = c9dd1f31
a = c9cf911c, b = aa21deaf, Cin = 0, Cout = 1, S = 73f16fcb
a = c9cf911c, b = 33b278c3, Cin = 0, Cout = 0, S = fd8209df
a = c9cf911c, b = 627ecaf3, Cin = 0, Cout = 1, S = 2c4e5c0f
a = c9cf911c, b = 34d72f2d, Cin = 0, Cout = 0, S = fea6c049
a = c9cf911c, b = e2e08ab9, Cin = 0, Cout = 1, S = acb01bd5
a = c9cf911c, b = 2f2bb91f, Cin = 0, Cout = 0, S = f8fb4a3b
a = c9cf911c, b = 758e1030, Cin = 0, Cout = 1, S = 3f5da14c
a = c9cf911c, b = fb5d968d, Cin = 0, Cout = 1, S = c52d27a9
a = c9cf911c, b = 3e4aff0f, Cin = 0, Cout = 1, S = 081a902b
a = c9cf911c, b = ff2394c7, Cin = 0, Cout = 1, S = c8f325e3
a = c9cf911c, b = ce62f445, Cin = 0, Cout = 1, S = 98328561
a = c9cf911c, b = 52448c87, Cin = 0, Cout = 1, S = 1c141da3
a = c9cf911c, b = dbd68233, Cin = 0, Cout = 1, S = a5a6134f
a = c9cf911c, b = 43612820, Cin = 0, Cout = 1, S = 0d30b93c
a = c9cf911c, b = ed72357f, Cin = 0, Cout = 1, S = b741c69b
a = c9cf911c, b = c9cf911c, Cin = 0, Cout = 1, S = 939f2238
a = c9cf911c, b = f2332a08, Cin = 0, Cout = 1, S = bc02bb24
a = c9cf911c, b = 9a071031, Cin = 0, Cout = 1, S = 63d6a14d
a = c9cf911c, b = ceda8cdd, Cin = 0, Cout = 1, S = 98aa1df9
a = c9cf911c, b = 15f57248, Cin = 0, Cout = 0, S = dfc50364
a = c9cf911c, b = 08e09e65, Cin = 0, Cout = 0, S = d2b02f81
a = c9cf911c, b = 87cefc84, Cin = 0, Cout = 1, S = 519e8da0
a = c9cf911c, b = 17b0d618, Cin = 0, Cout = 0, S = e1806734
a = c9cf911c, b = dfaa6851, Cin = 0, Cout = 1, S = a979f96d
a = c9cf911c, b = ed3e55e9, Cin = 0, Cout = 1, S = b70de705
a = c9cf911c, b = e3b77c09, Cin = 0, Cout = 1, S = ad870d25
a = c9cf911c, b = e8210362, Cin = 0, Cout = 1, S = b1f0947e
a = c9cf911c, b = bf4a55f3, Cin = 0, Cout = 1, S = 8919e70f
a = c9cf911c, b = 740ef8da, Cin = 0, Cout = 1, S = 3dde89f6
a = c9cf911c, b = 9755e11a, Cin = 0, Cout = 1, S = 61257236
a = c9cf911c, b = 1d63ec61, Cin = 0, Cout = 0, S = e7337d7d
a = c9cf911c, b = 79260977, Cin = 0, Cout = 1, S = 42f59a93
a = c9cf911c, b = 04095c7e, Cin = 0, Cout = 0, S = cdd8ed9a
a = c9cf911c, b = ea50f8c7, Cin = 0, Cout = 1, S = b42089e3
a = c9cf911c, b = de4f6266, Cin = 0, Cout = 1, S = a81ef382
a = c9cf911c, b = f108a503, Cin = 0, Cout = 1, S = bad8361f
a = c9cf911c, b = e1c38706, Cin = 0, Cout = 1, S = ab931822
a = c9cf911c, b = b4508388, Cin = 0, Cout = 1, S = 7e2014a4
a = c9cf911c, b = 2923b07c, Cin = 0, Cout = 0, S = f2f34198
a = c9cf911c, b = 2e9feadc, Cin = 0, Cout = 0, S = f86f7bf8
a = c9cf911c, b = f3391327, Cin = 0, Cout = 1, S = bd08a443
a = c9cf911c, b = 62fd14a5, Cin = 0, Cout = 1, S = 2ccca5c1
a = c9cf911c, b = d0f29a5b, Cin = 0, Cout = 1, S = 9ac22b77
a = c9cf911c, b = 2360e2c1, Cin = 0, Cout = 0, S = ed3073dd
a = c9cf911c, b = be7fa709, Cin = 0, Cout = 1, S = 884f3825
a = c9cf911c, b = 6cc8f43c, Cin = 0, Cout = 1, S = 36988558
a = c9cf911c, b = 02bca031, Cin = 0, Cout = 0, S = cc8c314d
a = c9cf911c, b = a40a0df1, Cin = 0, Cout = 1, S = 6dd99f0d
a = c9cf911c, b = b1921498, Cin = 0, Cout = 1, S = 7b61a5b4
a = c9cf911c, b = 90de4f58, Cin = 0, Cout = 1, S = 5aade074
a = c9cf911c, b = bbd44d10, Cin = 0, Cout = 1, S = 85a3de2c
a = c9cf911c, b = 641400b3, Cin = 0, Cout = 1, S = 2de391cf
a = c9cf911c, b = aadb2c18, Cin = 0, Cout = 1, S = 74aabd34
a = c9cf911c, b = 4b364f61, Cin = 0, Cout = 1, S = 1505e07d
a = c9cf911c, b = 1430c55d, Cin = 0, Cout = 0, S = de005679
a = c9cf911c, b = 365a463f, Cin = 0, Cout = 1, S = 0029d75b
a = c9cf911c, b = 38e6d312, Cin = 0, Cout = 1, S = 02b6642e
a = c9cf911c, b = 4d9384e9, Cin = 0, Cout = 1, S = 17631605
a = c9cf911c, b = 6e7969bb, Cin = 0, Cout = 1, S = 3848fad7
a = c9cf911c, b = 5a0090e2, Cin = 0, Cout = 1, S = 23d021fe
a = c9cf911c, b = f79548e7, Cin = 0, Cout = 1, S = c164da03
a = c9cf911c, b = f8da31b7, Cin = 0, Cout = 1, S = c2a9c2d3
a = c9cf911c, b = d3f902b6, Cin = 0, Cout = 1, S = 9dc893d2
a = c9cf911c, b = 17479f9b, Cin = 0, Cout = 0, S = e11730b7
a = c9cf911c, b = afe62522, Cin = 0, Cout = 1, S = 79b5b63e
a = c9cf911c, b = d6580ac2, Cin = 0, Cout = 1, S = a0279bde
a = c9cf911c, b = c7b09cf5, Cin = 0, Cout = 1, S = 91802e11
a = c9cf911c, b = d01b45ea, Cin = 0, Cout = 1, S = 99ead706
a = c9cf911c, b = 5bb4054a, Cin = 0, Cout = 1, S = 25839666
a = c9cf911c, b = 46cab7fb, Cin = 0, Cout = 1, S = 109a4917
a = c9cf911c, b = 01afc5f2, Cin = 0, Cout = 0, S = cb7f570e
a = c9cf911c, b = d60ff0ae, Cin = 0, Cout = 1, S = 9fdf81ca
a = c9cf911c, b = 1c48c2e0, Cin = 0, Cout = 0, S = e61853fc
a = c9cf911c, b = 9136cd04, Cin = 0, Cout = 1, S = 5b065e20
a = c9cf911c, b = 2a8a3b80, Cin = 0, Cout = 0, S = f459cc9c
a = c9cf911c, b = 4068f5de, Cin = 0, Cout = 1, S = 0a3886fa
a = c9cf911c, b = b469dcff, Cin = 0, Cout = 1, S = 7e396e1b
a = c9cf911c, b = 1d62204b, Cin = 0, Cout = 0, S = e731b167
a = c9cf911c, b = eba8454b, Cin = 0, Cout = 1, S = b577d667
a = c9cf911c, b = ed8fc5f5, Cin = 0, Cout = 1, S = b75f5711
a = c9cf911c, b = ec03ab1d, Cin = 0, Cout = 1, S = b5d33c39
a = c9cf911c, b = 61c1a992, Cin = 0, Cout = 1, S = 2b913aae
a = c9cf911c, b = 61a3a813, Cin = 0, Cout = 1, S = 2b73392f
a = c9cf911c, b = 6faec648, Cin = 0, Cout = 1, S = 397e5764
a = c9cf911c, b = 1f79af1d, Cin = 0, Cout = 0, S = e9494039
a = c9cf911c, b = c76a69a5, Cin = 0, Cout = 1, S = 9139fac1
a = c9cf911c, b = 308f4b4b, Cin = 0, Cout = 0, S = fa5edc67
a = c9cf911c, b = 27f8eb5e, Cin = 0, Cout = 0, S = f1c87c7a
a = c9cf911c, b = 3fdd76cc, Cin = 0, Cout = 1, S = 09ad07e8
a = c9cf911c, b = 608e3420, Cin = 0, Cout = 1, S = 2a5dc53c
a = c9cf911c, b = 16122bea, Cin = 0, Cout = 0, S = dfe1bd06
a = c9cf911c, b = 3a354c1e, Cin = 0, Cout = 1, S = 0404dd3a
a = c9cf911c, b = 001c91c2, Cin = 0, Cout = 0, S = c9ec22de
a = c9cf911c, b = 53a5f236, Cin = 0, Cout = 1, S = 1d758352
a = c9cf911c, b = 21cc01c6, Cin = 0, Cout = 0, S = eb9b92e2
a = c9cf911c, b = 6ae02c17, Cin = 0, Cout = 1, S = 34afbd33
a = c9cf911c, b = 3928c908, Cin = 0, Cout = 1, S = 02f85a24
a = c9cf911c, b = 3cf312ca, Cin = 0, Cout = 1, S = 06c2a3e6
a = c9cf911c, b = c7f6d3dc, Cin = 0, Cout = 1, S = 91c664f8
a = c9cf911c, b = d231a019, Cin = 0, Cout = 1, S = 9c013135
a = f2332a08, b = 000fd750, Cin = 0, Cout = 0, S = f2430158
a = f2332a08, b = 00046831, Cin = 0, Cout = 0, S = f2379239
a = f2332a08, b = 000d8e15, Cin = 0, Cout = 0, S = f240b81d
a = f2332a08, b = aa21deaf, Cin = 0, Cout = 1, S = 9c5508b7
a = f2332a08, b = 33b278c3, Cin = 0, Cout = 1, S = 25e5a2cb
a = f2332a08, b = 627ecaf3, Cin = 0, Cout = 1, S = 54b1f4fb
a = f2332a08, b = 34d72f2d, Cin = 0, Cout = 1, S = 270a5935
a = f2332a08, b = e2e08ab9, Cin = 0, Cout = 1, S = d513b4c1
a = f2332a08, b = 2f2bb91f, Cin = 0, Cout = 1, S = 215ee327
a = f2332a08, b = 758e1030, Cin = 0, Cout = 1, S = 67c13a38
a = f2332a08, b = fb5d968d, Cin = 0, Cout = 1, S = ed90c095
a = f2332a08, b = 3e4aff0f, Cin = 0, Cout = 1, S = 307e2917
a = f2332a08, b = ff2394c7, Cin = 0, Cout = 1, S = f156becf
a = f2332a08, b = ce62f445, Cin = 0, Cout = 1, S = c0961e4d
a = f2332a08, b = 52448c87, Cin = 0, Cout = 1, S = 4477b68f
a = f2332a08, b = dbd68233, Cin = 0, Cout = 1, S = ce09ac3b
a = f2332a08, b = 43612820, Cin = 0, Cout = 1, S = 35945228
a = f2332a08, b = ed72357f, Cin = 0, Cout = 1, S = dfa55f87
a = f2332a08, b = c9cf911c, Cin = 0, Cout = 1, S = bc02bb24
a = f2332a08, b = f2332a08, Cin = 0, Cout = 1, S = e4665410
a = f2332a08, b = 9a071031, Cin = 0, Cout = 1, S = 8c3a3a39
a = f2332a08, b = ceda8cdd, Cin = 0, Cout = 1, S = c10db6e5
a = f2332a08, b = 15f57248, Cin = 0, Cout = 1, S = 08289c50
a = f2332a08, b = 08e09e65, Cin = 0, Cout = 0, S = fb13c86d
a = f2332a08, b = 87cefc84, Cin = 0, Cout = 1, S = 7a02268c
a = f2332a08, b = 17b0d618, Cin = 0, Cout = 1, S = 09e40020
a = f2332a08, b = dfaa6851, Cin = 0, Cout = 1, S = d1dd9259
a = f2332a08, b = ed3e55e9, Cin = 0, Cout = 1, S = df717ff1
a = f2332a08, b = e3b77c09, Cin = 0, Cout = 1, S = d5eaa611
a = f2332a08, b = e8210362, Cin = 0, Cout = 1, S = da542d6a
a = f2332a08, b = bf4a55f3, Cin = 0, Cout = 1, S = b17d7ffb
a = f2332a08, b = 740ef8da, Cin = 0, Cout = 1, S = 664222e2
a = f2332a08, b = 9755e11a, Cin = 0, Cout = 1, S = 89890b22
a = f2332a08, b = 1d63ec61, Cin = 0, Cout = 1, S = 0f971669
a = f2332a08, b = 79260977, Cin = 0, Cout = 1, S = 6b59337f
a = f2332a08, b = 04095c7e, Cin = 0, Cout = 0, S = f63c8686
a = f2332a08, b = ea50f8c7, Cin = 0, Cout = 1, S = dc8422cf
a = f2332a08, b = de4f6266, Cin = 0, Cout = 1, S = d0828c6e
a = f2332a08, b = f108a503, Cin = 0, Cout = 1, S = e33bcf0b
a = f2332a08, b = e1c38706, Cin = 0, Cout = 1, S = d3f6b10e
a = f2332a08, b = b4508388, Cin = 0, Cout = 1, S = a683ad90
a = f2332a08, b = 2923b07c, Cin = 0, Cout = 1, S = 1b56da84
a = f2332a08, b = 2e9feadc, Cin = 0, Cout = 1, S = 20d314e4
a = f2332a08, b = f3391327, Cin = 0, Cout = 1, S = e56c3d2f
a = f2332a08, b = 62fd14a5, Cin = 0, Cout = 1, S = 55303ead
a = f2332a08, b = d0f29a5b, Cin = 0, Cout = 1, S = c325c463
a = f2332a08, b = 2360e2c1, Cin = 0, Cout = 1, S = 15940cc9
a = f2332a08, b = be7fa709, Cin = 0, Cout = 1, S = b0b2d111
a = f2332a08, b = 6cc8f43c, Cin = 0, Cout = 1, S = 5efc1e44
a = f2332a08, b = 02bca031, Cin = 0, Cout = 0, S = f4efca39
a = f2332a08, b = a40a0df1, Cin = 0, Cout = 1, S = 963d37f9
a = f2332a08, b = b1921498, Cin = 0, Cout = 1, S = a3c53ea0
a = f2332a08, b = 90de4f58, Cin = 0, Cout = 1, S = 83117960
a = f2332a08, b = bbd44d10, Cin = 0, Cout = 1, S = ae077718
a = f2332a08, b = 641400b3, Cin = 0, Cout = 1, S = 56472abb
a = f2332a08, b = aadb2c18, Cin = 0, Cout = 1, S = 9d0e5620
a = f2332a08, b = 4b364f61, Cin = 0, Cout = 1, S = 3d697969
a = f2332a08, b = 1430c55d, Cin = 0, Cout = 1, S = 0663ef65
a = f2332a08, b = 365a463f, Cin = 0, Cout = 1, S = 288d7047
a = f2332a08, b = 38e6d312, Cin = 0, Cout = 1, S = 2b19fd1a
a = f2332a08, b = 4d9384e9, Cin = 0, Cout = 1, S = 3fc6aef1
a = f2332a08, b = 6e7969bb, Cin = 0, Cout = 1, S = 60ac93c3
a = f2332a08, b = 5a0090e2, Cin = 0, Cout = 1, S = 4c33baea
a = f2332a08, b = f79548e7, Cin = 0, Cout = 1, S = e9c872ef
a = f2332a08, b = f8da31b7, Cin = 0, Cout = 1, S = eb0d5bbf
a = f2332a08, b = d3f902b6, Cin = 0, Cout = 1, S = c62c2cbe
a = f2332a08, b = 17479f9b, Cin = 0, Cout = 1, S = 097ac9a3
a = f2332a08, b = afe62522, Cin = 0, Cout = 1, S = a2194f2a
a = f2332a08, b = d6580ac2, Cin = 0, Cout = 1, S = c88b34ca
a = f2332a08, b = c7b09cf5, Cin = 0, Cout = 1, S = b9e3c6fd
a = f2332a08, b = d01b45ea, Cin = 0, Cout = 1, S = c24e6ff2
a = f2332a08, b = 5bb4054a, Cin = 0, Cout = 1, S = 4de72f52
a = f2332a08, b = 46cab7fb, Cin = 0, Cout = 1, S = 38fde203
a = f2332a08, b = 01afc5f2, Cin = 0, Cout = 0, S = f3e2effa
a = f2332a08, b = d60ff0ae, Cin = 0, Cout = 1, S = c8431ab6
a = f2332a08, b = 1c48c2e0, Cin = 0, Cout = 1, S = 0e7bece8
a = f2332a08, b = 9136cd04, Cin = 0, Cout = 1, S = 8369f70c
a = f2332a08, b = 2a8a3b80, Cin = 0, Cout = 1, S = 1cbd6588
a = f2332a08, b = 4068f5de, Cin = 0, Cout = 1, S = 329c1fe6
a = f2332a08, b = b469dcff, Cin = 0, Cout = 1, S = a69d0707
a = f2332a08, b = 1d62204b, Cin = 0, Cout = 1, S = 0f954a53
a = f2332a08, b = eba8454b, Cin = 0, Cout = 1, S = dddb6f53
a = f2332a08, b = ed8fc5f5, Cin = 0, Cout = 1, S = dfc2effd
a = f2332a08, b = ec03ab1d, Cin = 0, Cout = 1, S = de36d525
a = f2332a08, b = 61c1a992, Cin = 0, Cout = 1, S = 53f4d39a
a = f2332a08, b = 61a3a813, Cin = 0, Cout = 1, S = 53d6d21b
a = f2332a08, b = 6faec648, Cin = 0, Cout = 1, S = 61e1f050
a = f2332a08, b = 1f79af1d, Cin = 0, Cout = 1, S = 11acd925
a = f2332a08, b = c76a69a5, Cin = 0, Cout = 1, S = b99d93ad
a = f2332a08, b = 308f4b4b, Cin = 0, Cout = 1, S = 22c27553
a = f2332a08, b = 27f8eb5e, Cin = 0, Cout = 1, S = 1a2c1566
a = f2332a08, b = 3fdd76cc, Cin = 0, Cout = 1, S = 3210a0d4
a = f2332a08, b = 608e3420, Cin = 0, Cout = 1, S = 52c15e28
a = f2332a08, b = 16122bea, Cin = 0, Cout = 1, S = 084555f2
a = f2332a08, b = 3a354c1e, Cin = 0, Cout = 1, S = 2c687626
a = f2332a08, b = 001c91c2, Cin = 0, Cout = 0, S = f24fbbca
a = f2332a08, b = 53a5f236, Cin = 0, Cout = 1, S = 45d91c3e
a = f2332a08, b = 21cc01c6, Cin = 0, Cout = 1, S = 13ff2bce
a = f2332a08, b = 6ae02c17, Cin = 0, Cout = 1, S = 5d13561f
a = f2332a08, b = 3928c908, Cin = 0, Cout = 1, S = 2b5bf310
a = f2332a08, b = 3cf312ca, Cin = 0, Cout = 1, S = 2f263cd2
a = f2332a08, b = c7f6d3dc, Cin = 0, Cout = 1, S = ba29fde4
a = f2332a08, b = d231a019, Cin = 0, Cout = 1, S = c464ca21
a = 9a071031, b = 000fd750, Cin = 0, Cout = 0, S = 9a16e781
a = 9a071031, b = 00046831, Cin = 0, Cout = 0, S = 9a0b7862
a = 9a071031, b = 000d8e15, Cin = 0, Cout = 0, S = 9a149e46
a = 9a071031, b = aa21deaf, Cin = 0, Cout = 1, S = 4428eee0
a = 9a071031, b = 33b278c3, Cin = 0, Cout = 0, S = cdb988f4
a = 9a071031, b = 627ecaf3, Cin = 0, Cout = 0, S = fc85db24
a = 9a071031, b = 34d72f2d, Cin = 0, Cout = 0, S = cede3f5e
a = 9a071031, b = e2e08ab9, Cin = 0, Cout = 1, S = 7ce79aea
a = 9a071031, b = 2f2bb91f, Cin = 0, Cout = 0, S = c932c950
a = 9a071031, b = 758e1030, Cin = 0, Cout = 1, S = 0f952061
a = 9a071031, b = fb5d968d, Cin = 0, Cout = 1, S = 9564a6be
a = 9a071031, b = 3e4aff0f, Cin = 0, Cout = 0, S = d8520f40
a = 9a071031, b = ff2394c7, Cin = 0, Cout = 1, S = 992aa4f8
a = 9a071031, b = ce62f445, Cin = 0, Cout = 1, S = 686a0476
a = 9a071031, b = 52448c87, Cin = 0, Cout = 0, S = ec4b9cb8
a = 9a071031, b = dbd68233, Cin = 0, Cout = 1, S = 75dd9264
a = 9a071031, b = 43612820, Cin = 0, Cout = 0, S = dd683851
a = 9a071031, b = ed72357f, Cin = 0, Cout = 1, S = 877945b0
a = 9a071031, b = c9cf911c, Cin = 0, Cout = 1, S = 63d6a14d
a = 9a071031, b = f2332a08, Cin = 0, Cout = 1, S = 8c3a3a39
a = 9a071031, b = 9a071031, Cin = 0, Cout = 1, S = 340e2062
a = 9a071031, b = ceda8cdd, Cin = 0, Cout = 1, S = 68e19d0e
a = 9a071031, b = 15f57248, Cin = 0, Cout = 0, S = affc8279
a = 9a071031, b = 08e09e65, Cin = 0, Cout = 0, S = a2e7ae96
a = 9a071031, b = 87cefc84, Cin = 0, Cout = 1, S = 21d60cb5
a = 9a071031, b = 17b0d618, Cin = 0, Cout = 0, S = b1b7e649
a = 9a071031, b = dfaa6851, Cin = 0, Cout = 1, S = 79b17882
a = 9a071031, b = ed3e55e9, Cin = 0, Cout = 1, S = 8745661a
a = 9a071031, b = e3b77c09, Cin = 0, Cout = 1, S = 7dbe8c3a
a = 9a071031, b = e8210362, Cin = 0, Cout = 1, S = 82281393
a = 9a071031, b = bf4a55f3, Cin = 0, Cout = 1, S = 59516624
a = 9a071031, b = 740ef8da, Cin = 0, Cout = 1, S = 0e16090b
a = 9a071031, b = 9755e11a, Cin = 0, Cout = 1, S = 315cf14b
a = 9a071031, b = 1d63ec61, Cin = 0, Cout = 0, S = b76afc92
a = 9a071031, b = 79260977, Cin = 0, Cout = 1, S = 132d19a8
a = 9a071031, b = 04095c7e, Cin = 0, Cout = 0, S = 9e106caf
a = 9a071031, b = ea50f8c7, Cin = 0, Cout = 1, S = 845808f8
a = 9a071031, b = de4f6266, Cin = 0, Cout = 1, S = 78567297
a = 9a071031, b = f108a503, Cin = 0, Cout = 1, S = 8b0fb534
a = 9a071031, b = e1c38706, Cin = 0, Cout = 1, S = 7bca9737
a = 9a071031, b = b4508388, Cin = 0, Cout = 1, S = 4e5793b9
a = 9a071031, b = 2923b07c, Cin = 0, Cout = 0, S = c32ac0ad
a = 9a071031, b = 2e9feadc, Cin = 0, Cout = 0, S = c8a6fb0d
a = 9a071031, b = f3391327, Cin = 0, Cout = 1, S = 8d402358
a = 9a071031, b = 62fd14a5, Cin = 0, Cout = 0, S = fd0424d6
a = 9a071031, b = d0f29a5b, Cin = 0, Cout = 1, S = 6af9aa8c
a = 9a071031, b = 2360e2c1, Cin = 0, Cout = 0, S = bd67f2f2
a = 9a071031, b = be7fa709, Cin = 0, Cout = 1, S = 5886b73a
a = 9a071031, b = 6cc8f43c, Cin = 0, Cout = 1, S = 06d0046d
a = 9a071031, b = 02bca031, Cin = 0, Cout = 0, S = 9cc3b062
a = 9a071031, b = a40a0df1, Cin = 0, Cout = 1, S = 3e111e22
a = 9a071031, b = b1921498, Cin = 0, Cout = 1, S = 4b9924c9
a = 9a071031, b = 90de4f58, Cin = 0, Cout = 1, S = 2ae55f89
a = 9a071031, b = bbd44d10, Cin = 0, Cout = 1, S = 55db5d41
a = 9a071031, b = 641400b3, Cin = 0, Cout = 0, S = fe1b10e4
a = 9a071031, b = aadb2c18, Cin = 0, Cout = 1, S = 44e23c49
a = 9a071031, b = 4b364f61, Cin = 0, Cout = 0, S = e53d5f92
a = 9a071031, b = 1430c55d, Cin = 0, Cout = 0, S = ae37d58e
a = 9a071031, b = 365a463f, Cin = 0, Cout = 0, S = d0615670
a = 9a071031, b = 38e6d312, Cin = 0, Cout = 0, S = d2ede343
a = 9a071031, b = 4d9384e9, Cin = 0, Cout = 0, S = e79a951a
a = 9a071031, b = 6e7969bb, Cin = 0, Cout = 1, S = 088079ec
a = 9a071031, b = 5a0090e2, Cin = 0, Cout = 0, S = f407a113
a = 9a071031, b = f79548e7, Cin = 0, Cout = 1, S = 919c5918
a = 9a071031, b = f8da31b7, Cin = 0, Cout = 1, S = 92e141e8
a = 9a071031, b = d3f902b6, Cin = 0, Cout = 1, S = 6e0012e7
a = 9a071031, b = 17479f9b, Cin = 0, Cout = 0, S = b14eafcc
a = 9a071031, b = afe62522, Cin = 0, Cout = 1, S = 49ed3553
a = 9a071031, b = d6580ac2, Cin = 0, Cout = 1, S = 705f1af3
a = 9a071031, b = c7b09cf5, Cin = 0, Cout = 1, S = 61b7ad26
a = 9a071031, b = d01b45ea, Cin = 0, Cout = 1, S = 6a22561b
a = 9a071031, b = 5bb4054a, Cin = 0, Cout = 0, S = f5bb157b
a = 9a071031, b = 46cab7fb, Cin = 0, Cout = 0, S = e0d1c82c
a = 9a071031, b = 01afc5f2, Cin = 0, Cout = 0, S = 9bb6d623
a = 9a071031, b = d60ff0ae, Cin = 0, Cout = 1, S = 701700df
a = 9a071031, b = 1c48c2e0, Cin = 0, Cout = 0, S = b64fd311
a = 9a071031, b = 9136cd04, Cin = 0, Cout = 1, S = 2b3ddd35
a = 9a071031, b = 2a8a3b80, Cin = 0, Cout = 0, S = c4914bb1
a = 9a071031, b = 4068f5de, Cin = 0, Cout = 0, S = da70060f
a = 9a071031, b = b469dcff, Cin = 0, Cout = 1, S = 4e70ed30
a = 9a071031, b = 1d62204b, Cin = 0, Cout = 0, S = b769307c
a = 9a071031, b = eba8454b, Cin = 0, Cout = 1, S = 85af557c
a = 9a071031, b = ed8fc5f5, Cin = 0, Cout = 1, S = 8796d626
a = 9a071031, b = ec03ab1d, Cin = 0, Cout = 1, S = 860abb4e
a = 9a071031, b = 61c1a992, Cin = 0, Cout = 0, S = fbc8b9c3
a = 9a071031, b = 61a3a813, Cin = 0, Cout = 0, S = fbaab844
a = 9a071031, b = 6faec648, Cin = 0, Cout = 1, S = 09b5d679
a = 9a071031, b = 1f79af1d, Cin = 0, Cout = 0, S = b980bf4e
a = 9a071031, b = c76a69a5, Cin = 0, Cout = 1, S = 617179d6
a = 9a071031, b = 308f4b4b, Cin = 0, Cout = 0, S = ca965b7c
a = 9a071031, b = 27f8eb5e, Cin = 0, Cout = 0, S = c1fffb8f
a = 9a071031, b = 3fdd76cc, Cin = 0, Cout = 0, S = d9e486fd
a = 9a071031, b = 608e3420, Cin = 0, Cout = 0, S = fa954451
a = 9a071031, b = 16122bea, Cin = 0, Cout = 0, S = b0193c1b
a = 9a071031, b = 3a354c1e, Cin = 0, Cout = 0, S = d43c5c4f
a = 9a071031, b = 001c91c2, Cin = 0, Cout = 0, S = 9a23a1f3
a = 9a071031, b = 53a5f236, Cin = 0, Cout = 0, S = edad0267
a = 9a071031, b = 21cc01c6, Cin = 0, Cout = 0, S = bbd311f7
a = 9a071031, b = 6ae02c17, Cin = 0, Cout = 1, S = 04e73c48
a = 9a071031, b = 3928c908, Cin = 0, Cout = 0, S = d32fd939
a = 9a071031, b = 3cf312ca, Cin = 0, Cout = 0, S = d6fa22fb
a = 9a071031, b = c7f6d3dc, Cin = 0, Cout = 1, S = 61fde40d
a = 9a071031, b = d231a019, Cin = 0, Cout = 1, S = 6c38b04a
a = ceda8cdd, b = 000fd750, Cin = 0, Cout = 0, S = ceea642d
a = ceda8cdd, b = 00046831, Cin = 0, Cout = 0, S = cedef50e
a = ceda8cdd, b = 000d8e15, Cin = 0, Cout = 0, S = cee81af2
a = ceda8cdd, b = aa21deaf, Cin = 0, Cout = 1, S = 78fc6b8c
a = ceda8cdd, b = 33b278c3, Cin = 0, Cout = 1, S = 028d05a0
a = ceda8cdd, b = 627ecaf3, Cin = 0, Cout = 1, S = 315957d0
a = ceda8cdd, b = 34d72f2d, Cin = 0, Cout = 1, S = 03b1bc0a
a = ceda8cdd, b = e2e08ab9, Cin = 0, Cout = 1, S = b1bb1796
a = ceda8cdd, b = 2f2bb91f, Cin = 0, Cout = 0, S = fe0645fc
a = ceda8cdd, b = 758e1030, Cin = 0, Cout = 1, S = 44689d0d
a = ceda8cdd, b = fb5d968d, Cin = 0, Cout = 1, S = ca38236a
a = ceda8cdd, b = 3e4aff0f, Cin = 0, Cout = 1, S = 0d258bec
a = ceda8cdd, b = ff2394c7, Cin = 0, Cout = 1, S = cdfe21a4
a = ceda8cdd, b = ce62f445, Cin = 0, Cout = 1, S = 9d3d8122
a = ceda8cdd, b = 52448c87, Cin = 0, Cout = 1, S = 211f1964
a = ceda8cdd, b = dbd68233, Cin = 0, Cout = 1, S = aab10f10
a = ceda8cdd, b = 43612820, Cin = 0, Cout = 1, S = 123bb4fd
a = ceda8cdd, b = ed72357f, Cin = 0, Cout = 1, S = bc4cc25c
a = ceda8cdd, b = c9cf911c, Cin = 0, Cout = 1, S = 98aa1df9
a = ceda8cdd, b = f2332a08, Cin = 0, Cout = 1, S = c10db6e5
a = ceda8cdd, b = 9a071031, Cin = 0, Cout = 1, S = 68e19d0e
